Id	Request	Normalized Score	score
9314	Does anyone know how to estimate a difference in difference regression in gretl? Do I have to work with OLS or panel data?	-1.690247953	0.007875386
4453	This is sort of a vague question. What sort of correspondence are you looking for?	0.065581173	0.537321256
623156	"If the procedure for afd/copyvio is the same, that could certainly be possible. Can you please provide a link to the appropriate pages/templates in that language?"	0.360952625	0.696949374
33811	Is this on a server you control (ie. can set sv_cheats on)?	-0.004695968	0.497323705
5343	"I have a question back: Let's say your site has the user Gavin with the IP-A. Should no other user including Gavin be able to login from another ip, or should only a ""second Gavin"" not be able to login from another ip then IP-A?"	0.504510798	0.764462086
509792	"right but in this case, the certain artist goes by a different name now, so people would most likely type in ''""diddy""'' instead of the other old one. like if somebody changes their name or alias, and people wont know where theyre listed in?"	-0.193281301	0.39122943
1304066	"""pyparsing"" appears to be a word specific to Python.  Is there a more general programming term for that type of action?"	0.456031297	0.742629491
326144	"Ok, I accept your claims, although I prefer the official names. Do you have MSN Messenger?"	0.489362869	0.757752048
33727	1. Could you please give us a small but complete example showing the problem. 2. Have you already tried replacing the float package by floatrow?	-0.541394446	0.21963674
409120	"You're welcome to revert edits, but I'm puzzled as to why you reverted this one - it seems absolutely essential to me the give a summary of Genesis 1. And if you revert Gen1, why leave Gen2?"	-0.467686098	0.252027541
3150716	I'm not sure I understand your question.  Can you put the first sentence into a complete sentence?	-0.477983156	0.247356162
4213706	"Annotations aren't executable code, so this is unlikely. What are you really trying to do - in what conditions would you want a test to be run or not run?"	-0.275965706	0.346703138
3643010	"Does the route work if you run the same reload_routes function during application execution? That is, does it work if you just stick that line in while you're in dev mode?"	0.900908393	0.900954945
7691201	"If you had such a list, what on earth would you do with it? The list of names in each category doesn't seem very interesting by itself; surely you don't want to actually process the content of all those grammars?"	-1.652882488	0.009106461
416730	Thank you for taking the time to dig up the references. Are you planning on integrating them into the article sometime soon?	1.589974603	0.98843838
2253999	Are you trying to simulate how it would look if someone pointed an ordinary movie projector at this surface? Or are you trying to adjust what you're projecting to try to cancel out the deformations in the surface?	0.460900608	0.744868888
3075	i’ll come back to you on this one. Do you have Logic (express/pro)?	-0.372058152	0.297532137
462525	"I'm working on Debra <url>, but I'm worried at how I'm doing on the article and the ""title"" of the references. They are really long, like  ""Monthly Weather Review - Volume 107 - Atlantic Hurricane Season of 1978 - page 6"" - is that okay for a reference name?"	0.297386763	0.664522698
7306851	@fatih You don't happen to have a demo/example project you could share? To see which files need to be added and how to call the functions?	0.841330136	0.8852989
1606188	"What if I want to have another while loop within the main and split the record even further? I've noticed that then the first loop doesn't loop beyond just the first iteration, why?"	0.008167185	0.504654516
6461888	"`m= d[:,0:5] ` should return exactly first five columns of an array. what do you get instead?"	0.306342182	0.669173352
279415	"If I am allowed to squeak in, maybe there should be some discussion at <url> where the editors would express their opinions on the matter, with the dates staying for the time as they were before this started, that is, BC/AD. No?"	0.109056204	0.561902527
417696	"Without making a comment on the underlying coverage of the site being down, your edit comment <url> indicates a <url> violation.  Under what logic do you propose that you have authority to set policy over the article?"	-2.003533726	0.002103616
8255341	"I'm don't understand what you are getting at here. It might help if you told us what `$one`, `$top_level` and the output you want are, along with that ""the value"" means  the value of what?"	-0.559808819	0.211934526
414430	"Hi, Are you able to archive any more of the discussion sections at Fruitarianism.?"	0.389130647	0.710860707
3695540	I don't understand.  That call stack is all about the Debug Help Library; is this only happening when it is being debugged?	0.446305884	0.738126387
8728437	Could it be that you're adding same transaction observer more than once (i.e. for each `addPayment:` statement)?	0.834076677	0.883278797
4828	"Assuming the original pronunciation uses [s], I think there's a more interesting question: why are English speakers using [z] instead? Does English have a tendency to voice between voiced segments?"	2.0888935	0.998578087
413469	"When you say 'it fails' what happens?  Does it truncate the field or fail to insert, and if it fails what is the relevant error message?"	-0.100192057	0.44309316
2073982	Is this for all of your tests?  Can you add a code example?	0.210244875	0.618044833
975985	That link isn't working for me. Can you check it?	0.771012733	0.864648868
51146	"Hi. The original link (http://www.lgso.org.uk/index.htm) gives a 404 error, but the amended URL (http://www.lgso.org.uk/) works for me, so why do you say it's still dead?"	-0.845098295	0.113661534
106162	"Although a book of Mongolian history wouldn't need to specify that this was something that happened in Mongolia, Wikipedia is not Mongolian-centric. Clarity is important; what happens if someone finds it via the ""random article"" function?"	-0.066795083	0.461990001
3621806	This is most likely OS specific. Which operating system are you using?	-0.051048107	0.470932555
5279588	"@q0987 If that's the case, then you're leaving out some crucial information. Perhaps you could tell us why you think it's wrong as that might reveal what you left out in the question?"	0.921070566	0.905881944
5787700	Please explain why you think the `ClassNotFoundException` is incorrect. Possibly even share some code?	0.704076436	0.842749755
1451	"Does it have to be Linux? Have you considered ZFS (An older, stable version 14) on FreeBSD 8.1?"	-0.213641731	0.380105975
31804	"I'm sorry, but I can't understand `find the missing element in O(N) or better` What does mean *""or better""* in this context? It seems the kind of thing that would be solved with a simple while loop, but anyway I don't understand - it's either *solved* or *not solved*, right?"	-0.79736186	0.127333149
6351	@H.B.: Any chance the `f` was a unicode character instead of a standard f?	-2.147576554	0.001077604
346	"What do you have in mind with ""Algorithmic approaches""? I gave some examples of applications in my answer, is that what you are looking for?"	1.292006308	0.967533804
291631	"Also, how does that vandalism thing on your page work? Do you have to change the count manually, or does it detect vandalism itself?"	0.021989633	0.512530217
190124	Please tell us more about your prototype. Do you want to prototype a web-application or a desktop application?	-0.209514577	0.382353083
14941	"An interesting problem, but it's not totally clear what do you mean by ""compact"". Could you give a definition, please?"	0.389239312	0.710913768
46615	"Hi, nice article.  What is meant by ""speculative townhouses?""  Ones that were built for prospective renters rather than for committed buyers?"	0.829104634	0.881879582
909	"This is actually a question about recovering deleted files, it doesn't really make any differene that they are images. Perhaps would fit better on superuser?"	-0.091792772	0.447835233
244209	Thank you. So what did I do to earn the tea?	1.182446104	0.954410281
6646	Base ID: 000340f2 on the page you linked. That'd make it 'additem 000340f2' wouldn't it?	0.112269525	0.563711111
5647558	"@Andrew I beg to differ, the examples aren't good enough to explain what he wants. It's like saying ""I need *something*, for instance a car, so can you help?""."	-1.129096087	0.053372861
5719	"Also, I seem to be missing that GPS checkbox from the settings interface... After Review i see Shutter Sound which should be on the next page according to the screenshot above. Any clues?"	-1.95856624	0.00257139
621666	O RLY? And what does it do there?	-1.556687285	0.01307964
630067	"You told me that you couldn't access the page in question, although I had recently changed the link to its new location. Maybe you just didn't bother to check it out?"	-1.454526446	0.018859519
276826	You say sorted but your example isn't sorted using normal lexical ordering. Is this a mistake?	-0.005598482	0.496809361
2858	@code: Heh-heh... missed that. Can you please add [StackCenter](http://stackapps.com/questions/1114/stackcenter-your-one-stop-for-everything-stackexchange) to your list of apps that use Soapi.JS?	-0.459939355	0.255572384
621819	"Why can't it just be fixed?  There are other tables on wikipedia that aren't working properly, perhaps nobody noticed?"	-0.468228515	0.251780312
623287	"I've tried expanding it a bit, and removed a (somewhat inaccurate) sentence that referred to the chemical structure of anthracyclines. Any better?"	0.499025642	0.762044254
3492266	the code would be to big to post here on SO. so how would I use classes with my Jquery code?	0.181817329	0.602467463
3582244	"If everything is one page behind, why can't you just take this into account while in button_click event? Something like ActualTab + 1?"	0.102952719	0.558463712
5931	"You're not giving a whole lot of useful information. WHAT type of keyboard, i.e., brand, layout, and what language?"	0.152600395	0.586285664
91368	"What a joke, this player has played league football all his career and some clown has now deleted it off, what kind of rules has this been deleted under then? ""May be deleted"" seems a bit of a poor excuse to me personally, fancy giving me some information as to why this has been deleted then guys?"	-2.344213068	0.000405701
1943	"Since each polygon would overlay a polygon of the exact same shape, you really won't glean any benefit (that I can think of) from having multiple shapes. Are you doing this for something other than symbolizing features on a map?"	-0.584667765	0.201791391
6101319	"What is wrong?  Incorrect result, crash, infinite loop...?"	0.058457667	0.533277366
3002690	"@Moron : I am not here to get my work done, but to learn better ways from other people, and perhaps help them if I can.   BTW ... Why are YOU wasting your time with that comments?"	-2.206408639	0.000810747
2916963	"First use strict and warnings. Next: Any error you can see?, Also, you open $file for read or write?"	-0.138025962	0.421843362
15888	"An interesting observation: when doing a TimeMachine backup to a network drive TimeMachine will automatically mount, backup and then unmount the remote TimeMachine share on the network drive. I wonder if you could exploit that to achieve what you want?"	0.302288544	0.66707143
870800	"dmckee:  I'm actually using Welford's Method for the standard deviation.  But I don't see anything in that link about mode, median, kurtosis, or skewness...  Am I missing something?"	0.055021036	0.531325195
8007380	Since there is a loop there is an infinite number of paths. How do you wan to deal with it?	-0.360767953	0.303142778
623873	"And, in case I forget, it is what happens when I sign with four tildes. See?"	-0.272801712	0.348373011
130787	I found <url> whilst looking for something else. Any use to you?	0.856934369	0.889560089
1985807	Yeah- using a stack for depth first. Did you know that you use a queue for breadth first?	0.55115082	0.784463929
217424	We need a visual of some kind. How's the state of your right-brain today?	-0.618419412	0.188494891
8276203	Are those dimensions static that we see in your CSS? Are image dimensions also static so you know how big it is?	-0.034697987	0.480233103
3955957	"@zildjohn01, What's the best way to do this (which PHP functions?). Could you leave a detailed answer with your approach?"	1.212581573	0.958386306
3127455	"but how does the program know to make that connection ?  why doesn't program make the connection between cholesterol and flu, for example?"	0.124547278	0.570608937
569437	"Not according to the history on <url>.  Can you give me a link to follow, please?"	0.793268842	0.871443512
6151858	"@Bobby: A 3-meg file takes time to load and resize - 1 second doesn't seem too bad. Is there any way you can save the thumbs once they've been generated, so you won't have to generate all of them again the next time the folder is visited?"	-0.087727285	0.450133252
4402810	What did you try so far? Where are you stuck?	0.320864094	0.676659293
163261	"Is the caption ""Steelhead trout has been said to exist in Aliso Creek..."" grammatically correct?  Should it be ""have been"", referring to the trout as a group?"	0.181710654	0.602408682
3421105	And do you have the same version of your application on both machines? And are you actually starting the version of your application that you think you're starting?	0.192117972	0.60813222
53911	I have updated question. Can you please look at it?	-0.411669013	0.27823306
332801	"I nominated <url> for speedy renaming to <url> and you removed it saying it was moved to /Working, but I don't see it there and it hasn't been renamed. Do you know what happened?"	-0.536208984	0.221834333
6405	"Sorry, but i won't use a module for that task. So you have no idea about this?"	-0.222149609	0.375486524
16546	"@Herbert: Still I think your answer is very confusing. Can you please make it clearer that you're suggesting two completely different solutions, and indicate what is needed to make them work?"	0.573521085	0.79369688
14913	"@mattdm: the most interesting that the writer says that he broke his kit down to items that didn't do the job as well, but were more inconspicuous. So, uh, I wonder if Minox is still in business?"	-0.337641018	0.314780687
629900	I am trying to retag all the Soviet-PD images. Can you identify there the image came from?	0.369371051	0.701136818
693	It might be good to give some more context: What kind of computer? What operating system (version)?	0.568172705	0.791511012
4701515	"Your current code would load page.php's content into the `<div id=""test""></div>`. Are you saying that, within page.php, there is code to run testit_1, and on page_2.php to run testit_2?"	0.1076678	0.561120676
767684	"Bah, I'm a little rusty with compilation theory...
Do you know where the conflict is in your grammar?"	-0.299256767	0.334504073
89254	"From my reading of the entries, the Japanese force in <url>/South <url> & the <url> appears to have been the <url>, rather than the <url>. Does that sound right?"	0.674018819	0.832197137
4122	@carson I'm one of your user :). Any news about some new release (wink..wink)?	0.941046231	0.910582667
2533604	"Interesting problem.  What have you tried so far, and where are you stuck?"	1.160615952	0.951343567
475477	"Thanks, looks like <url> needs some fixin'. By the way, are you honestly ok with me bothering you like this?"	1.393202862	0.97672049
4390894	Did you try the code example you included?  Did you get the desired results?	0.465704925	0.747068367
627447	I haven't. What are you referring to?	-1.15033553	0.050156668
3982001	how is google formed? how internet get serched?	-0.393782066	0.286872101
2566938	"How about some screenshots? (Hmm, does stackoverflow have facilities for that?)"	-1.066947163	0.063728101
621270	"Just one more thing: The <url>' logo was re-made as a vector image a little while ago, but the colors (especially the skin), really seem to be off. Can you fix it?"	0.705185946	0.843130745
98993	"Hello StuRat I'm mickey 63 please excuse me if I get the etiquette wrong I'm new to this type of discussion. I asked a question yesterday(18 March)if it was possible to transform desert into arable farmland,I received various answers one of which was interesting because it goes along with my own train of thought.Firstly, to construct a man made hole in a suitable place and then tow an iceberg to that place to make a lake.You would of course need a canal system to get the iceberg to the hole and for distribution,but is it possible?"	0.395017748	0.713728775
3913219	"Nope, no sense. What's a conceptual break in this context?"	-0.517572183	0.22983546
6611681	why was I down voted for this? Is it not a valid question?	0.073363155	0.541734533
623599	"Yeah, I thought the anime was first. Would it still make sense to include <url>?"	0.275894234	0.653259174
99444	Hello. Can you please pass the pilot whale article?	1.273460991	0.965561825
340194	I've started looking at this article as you asked and inevitably I've got a few questions. Would you prefer me to list them here or on the article's talk page?	0.609469802	0.808033131
2691	"Which ones? Activision, MS, all? :)"	-0.597573195	0.19664227
4236420	"@karmicpuppet: No, but I notice that ImageBrush has Viewbox and Viewport properties. Should I try to set them manually?"	0.473163579	0.75046316
597470	Re your remarks on the talk page of 9/11: '''I do not troll'''. Comprende?	-1.812331627	0.004812123
1639	That example sentence doesn't really feel right. You sure you don't mean to use the past perfect?	1.835315252	0.995627676
53028	@FumbleFingers: Can you please make some explaining comments on your diagram? Where does the data come from?	0.117163753	0.566463207
75951	"On an unrelated note, the bot is listing arbitrary breaks in AfDs as separate open AfDs.  Any way to prevent that from happening?"	-0.210280834	0.381935577
185951	"Thanks for the reply. Could you please elloborate on ""long as you keep the dependencies clean (no cycles) and you already know where to cut to divide "" prob with an example?"	0.491266137	0.758600785
3475326	`for k in **kwargs:`? can you paste the actual code you are using?	0.16137196	0.591160555
72770	Can it be used for any kind of departure? Could you please give more examples in context?	0.305336704	0.668652478
586496	<url> has been protected since July.  Do you think it might be okay to unprotect it now?	0.475788043	0.751651897
4084571	This question is vague. Can you give a more detailed explanation as to the problem and provide some code?	0.68335886	0.835523993
2700304	"This sounds like homework. Also, Lisp is built around recursion, why do you want to avoid it?"	-1.132491242	0.052848043
1379	"What's ""shortening""? Is that another name for margarines?"	-0.437359551	0.266051376
8330296	ya but in upper left side of your xcode you specified simulator and debug? or device and debug?	-0.185269871	0.395631366
415234	"Hey, what do you think if instead of naming surahs like this <url>, we add the surah number to each like : ""Surah 1, Al-Fatiha"". Would u agree with such page moves?"	1.141367863	0.948504762
68214	"Please can you add more information as to what you want ""inner protected world"" to mean? are we talking about a ring of planets, some sort of mental sanctum, or something interdimensional, or something completely other?"	0.637900366	0.818927712
3587169	"If I have been correctly informed, some languages support the construct `break N` where `N` is the number of nested loops to break out from. Am I right?"	0.356214362	0.69458101
2776375	"No half cells no. The distribution of window sizes, smallest should be 1x1, largest... I'm unsure, perhaps 64x64?"	0.025572155	0.514570779
143525	"Martin, sorry to disturb you, but you said that Kelson is making the new ZIM file, where is the location of that file? Does it also reside at <url>?"	1.347586878	0.972893083
343101	"The 1980s Watchmen roleplaying module ""Taking Out the Trash"" has a section cowritten by Alan Moore and Ray Winninger; according to this http://www.capnwacky.com/rj/watchmen/noncomic.html it contains additional background info on the characters and additional insight; do you have the modules? Could I cite the modules for this information?"	0.231112674	0.629360829
8598904	Do you still can use build-in rails validation with this custom exception class? Haven't you blogged about it?	-0.580592213	0.203434116
5566639	"It seems that you are adding the text view outside of the bounds of the view controller. Have you tried setting your custom text view frame to something like (0, 0, 321, 176) to see if it appears?"	0.457617597	0.74336015
281593	"No, YOU mail OTRS with your translations. What do you have to lose, but the few minutes it would take to put them together with an explanation of the situation?"	-0.257229989	0.356633706
5238153	"Are you wanting a single array when this algorithm finishes?  E.g. an array which stores all elements from `a`, `b` and `c` in a sorted order?"	0.526160913	0.773871757
6938349	i think there is a LOT of information you arent telling us. are there any examples of headers and footers you are trying to make?	-1.206770941	0.042357669
5605144	"What do you mean by ""moving""? Moving around in your window or a moving image like a *.gif?"	-0.521375001	0.228189839
81143	You're welcome. Do you have an opinion as to whether they would be worth adding to <url>?	0.893406822	0.899074453
46143	"Sorry, I've moved a number of articles and thought I did it correctly. How is moving done properly without losing the edit history?"	0.631174156	0.81638586
7665822	"This question basically tells me nothing about what the actual problem is. Also, what's a ""pathway""?"	-1.624706195	0.010143183
3455	"I am not sure a staggered array is a way to go here, what if you need to do something like `{}_3 F_2\left(\begin{matrix}a-b+1& &b+a-1& &c+d-1\\&d-a+1& &e+d-b-1&\end{matrix}\middle;z\right)`, even if you make the the array tighter, there will still be a lot of space left.  How about something like this: `{}_3 F_2\left(\begin{matrix}a\quad b\quad c\\d\quad e\end{matrix}\middle;z\right)`?"	-0.085304121	0.451503748
5696550	What is it you are encrypting with mcrypt?  Is it a serialized session from `$_SESSION`?	0.212947833	0.6195165
6977246	"I can, but it is written in Lithuanian language, so I think you woun't understand. Anyway, where should I put it?"	-0.494294553	0.24005207
3865227	And what is the problem? Other than the missing semicolon after name[25]?	-0.845768682	0.113477293
1086	Can you post a picture?  Understanding where the soil and stones are coming from would be the first step to understand how to prevent the soil and stones from building up?	-0.390294667	0.288571138
4905273	What language? Or do you want to do this with an application such as Photoshop?	-0.223555346	0.374724958
628941	"Cool, Thanks, do you want to add it to their list? or can I?"	1.145226409	0.949084154
930177	"Normally, the div will be rendered according to the contents inside when it is loaded. Is there a reason to set the width and height manually?"	0.266783567	0.648442666
7543065	"I don't know of a specific resource, but if you have specific questions I may be able to help a little.  Are you using WER?"	1.062959886	0.935557579
7003676	"If your lists have more than 12 items, then collisions are inevitable, because there are more then 2**32 permutations of them. Or do your permutations have any particular properties which mean that there are fewer?"	0.409070997	0.720520061
1164	"How are you going to power this?  If it's off of batteries, how long would you want it to last?"	-1.425820636	0.020830703
9777	"sorry to extend the question, but how would i block the ip address? (using PHP?)"	0.075303729	0.542834282
1227	Are you deactivating the same plugin multiple times? Or does that message comes on every plugin deactivation of multiple plugins?	-0.170335647	0.403872312
629967	Huh? Who the hell are you?	-2.880110028	1.94E-05
5871	The same way anyone with a desk job stays healthy! This isn't really programmer-related?	0.647299018	0.822442362
147298	"Steelbeard1, I'm very sorry about confusing the rabbit character in <url> with the official Bugs in <url>. He may not be the gray rabbit that we recognize, but he is supposed to be Bugs in prototype form, right?"	0.548936049	0.783536962
3907481	"You're not ""removing"" duplicates -- you're merging them.  Right?"	-0.593954974	0.198077809
569183	Not sure why I got <url> from you. Had I tagged it?	-0.893991332	0.100778094
6735533	Do you have any code we can look at? What have you tried so far that isn't working?	0.740198738	0.85484157
379301	"Without participating in talk page discussion, you have deleted reliable sources, and rewritten a sentence so that it is supported by no sources at all except your personal opinion.<url>  Am I missing something here?"	-1.351418196	0.026766428
2834	"Do you want a rating based on difficulty or one like the ESRP (blood, violence, sex) etc?  Or Both?"	0.688346591	0.837282954
4804053	"Instead of ""a gazillion errors"" how about the first two?  Or maybe an error that pertains to the solution file, at least?"	-0.198336707	0.388458817
974	It doesn't increase exponentially (a^x); it increases quadratically (x^2).  Can you correct the title?	1.482990798	0.982936093
3394	It looks like you are planning to build a bike as opposed to buying a complete bike. Is that correct?	-5.79E-05	0.499966977
234656	"Hey JC: I saw you move <url> to <url>, which is great, but I was surprised you didn't fix any of the double redirects that resulted.  Also, the related essay is still entitled <url>; should that be moved (over redirect) as well?"	1.001441071	0.923731872
360711	"I have closed <url> as keep. Do you see any objection to my suggestion of a change of name to ""List of Kong Kong Category III films""?"	0.293009782	0.66224042
438362	"Can you give me a link to ""We Are Defiance"" ? And what do you mean by ""remove"" : 1) moving to the main space or 2) deleting the article ?"	-0.46126626	0.25496336
250914	"When we go to the American Indian museum, they would like our real name ahead of time that way they can get us through security quickly. Could you get yours to me by tomorrow, either via the page for the meetup, my talk page or an e-mail?"	1.113551242	0.944171295
9060	"In its current form, the question is too open ended and basically does not provide enough information for a relevant answer. Could you explain your situation a bit more?"	-0.320392956	0.323582477
325029	"Sorry, another issue has taken my attention, and I don't think I can get to this task. Since you are running AWB, and have thought through how to do the regexes, is there a reason you can't make the heading change yourself?"	0.254498763	0.641910307
12139	"I recommend the [$0.5M 1THz Agilent VNA](http://cp.literature.agilent.com/litweb/pdf/5989-7620EN.pdf). £1~$1070, right? :D"	0.451231131	0.740411936
288388	????	-0.848915201	0.112615385
5792826	What is `a`? Is there a value or just 0?	0.274597495	0.652575119
622995	"Well...  pretty much most of what was in the old table, and the category links.  May I get in touch with you via e-mail to work on the specifics?"	0.47102975	0.74949443
3945200	"What is your wrapper supposed to do? I.e. what do you want to ""wrap""?"	0.339287908	0.686054357
3968467	"""Cant see the error"" ? You mean your compiler crashes as badly on this code that you even can't tell us what he is complaining about?"	-1.525871206	0.014635551
1462260	"@Jherico I've dabbled a little in COM, though I can't think of anything in there that would accomplish this. Can you give a useful example?"	0.315707689	0.674009184
3167420	"what is the expected output? `[12,40,11,8,5,87]` ?"	-0.141064173	0.4201459
28964	"Wow, today I learned something completely awesome. For completeness, can you please include a link to a dictionary or at least its pronunciation?"	0.067959444	0.538670522
79211	Is as usual being overrun with pointless blather. Would you like to set up a subpage to discuss sources?	0.058063636	0.533053577
2448580	"Should string2 be rist or tisr?  And in that case wouldn't the output be ""st str""?"	0.218489305	0.622528216
10404	We need more information. What are you trying to do?	-0.097270534	0.444741706
430433	Helllo?????	-1.66519988	0.008683206
8275	"This seems rather subjective to me, as well as being possibly too wide-ranging. Wouldn't ""How to make a good game"", even for just 1 genre, seem to be a book-length topic?"	0.394339528	0.713399051
629664	Hi Gokul. Just wondered if you got my previous message and had any thoughts about ledes for these articles?	1.080813487	0.938708168
6031	"I'm having difficulty understanding your question. Could you please give a few more details, or explain what it is that isn't working for you?"	0.832096856	0.882723057
159930	"Hi SKS, I saw your post on the discussion on the charts page about Billboard Korea and I clicked the link and the website seems to be up and running but I can't make sense of it. Can you have a look at it?"	0.728337302	0.850941956
5317602	What type is 'ch'?  Should it be a signed character?	-0.257300185	0.356596313
6498	I note that none of the activities listed is cycling. Is this relevant?	0.210780756	0.618336738
4827828	"For example he says that using std might create problems if user wants to define a vector class, but one could say that creating classes with same names as STD classes is bad practice. Only real problem is count I think, because it can be used in any user created class.. Now is it a big enough reason to type std:: everywhere else to avoid conflit with STD count?"	0.019982768	0.511386984
621674	"So ''Junanci'' means ""Greeks""? In which language?"	-0.164470337	0.407120811
49896	"Why have you included the Putnam Line in the MTA infobox, when it was never operated by the MTA (excepting the Marble Hill stub, which is hardly on a par with the Hudson Line, Harlem Line, etc.)?"	-1.146256121	0.050762107
2457958	"""MD5 and freeze but this give unreadable id"". What does unreadable id mean ?"	0.038989259	0.522209178
201317	"I think these are reasonable, and should protect you from lawyering. Should I go ahead and add this?"	1.138156106	0.948018502
4745375	Why are you doing this? If `rate` has a 1:1 relationship with `Posts` why not just add a new column to the `Posts` table?	-1.048408569	0.067102158
1773635	"Registers don't contain strings, usually.  Do you mean; when the register contains an address which points to a certain string?"	-0.070502129	0.459887428
5323	"it works, sorry :) another question - it displays only days ago the user last seen, can i use format_date to this somehow?"	0.357891657	0.695420324
581956	"Hi, I missed your valued contributions recently. Everything ok?"	0.561101943	0.788600348
505	That's an odd choice of name.  Any particular reason for that?	0.241047084	0.634709576
522744	I'm not sure what you mean by pointing out that votes were placed before the version you created. Could you elaborate?	-0.626972517	0.185213177
5294	"The first thing to look at is `ls -l /home/guest/nis1`. Are you sure that the NFS server, the NIS server and the client all have the same user ID for `nis1`?"	0.034057591	0.519402363
621720	Yes. What about ''Q''&times;''Q'' with the L<sup>1</sup> norm?	-0.288851774	0.33993322
445105	"And in the future, I should just add to this topic, or should I create a new one at the bottom?  Aslo, can I contact you by editing my talk page?"	0.473077692	0.750424207
7964	"Why is it important that there be two or more black holes? Is there something you expect to happen in those cases that wouldn't affect light that passes near a single, isolated black hole?"	0.076248466	0.543369559
371668	"I've deleted the diagram from the <url> article because, as Curtis Clark points out in <url>, the diagram does not represent the results of the reference it purports to represent. Can't we reproduce an actual diagram from a published reference as ""fair use"" as long as we properly label & attribute it?"	0.391618137	0.712074206
184163	"In instances where there is one major usage of a name and several smaller ones it is conventional to leave the major one in the namespace and have a link in the top to the others (or to <url>. Surely 99.9% of people interested in <url> are going to be looking for the main one, so wouldn't it have made more sense to have left it there rather than making it a redirect?"	-0.506833217	0.234518302
7273788	"Minimum number of pictures per card, or minimum number of pictures given that there are 8 per card? Also, does every picture have to be matchable?"	0.312395922	0.672302459
1913	"@mike: Could you edit the title of this question to be more descriptive? Maybe something like ""Current flow in batteries?"""	0.43093916	0.730929759
626822	Anyway why put up with all this carelessness? Why are sockpuppets and trolls being enabled?	-0.988018308	0.079055288
379987	It's a shame that <url> still needs repair.  What do you think?	0.268260965	0.649225364
7474	"Anil, most people here are probably more comfort with US $ prices. Can you translate?"	0.246975192	0.637888944
1293	"Suresh is saying that you don't have to put ""community wiki"" on this question, if you rephrase the question to be something other than a big list, and were more specific about what you're looking for. Also, is it really a ""soft question""?"	0.233910398	0.630869724
4585069	"Hmm, it is returning only integers over here.  Which PHP version?"	0.221706511	0.624273325
2388642	@Sunil: and what does you input look like? What's the contents of cb.Text?	-0.129427333	0.42665523
440877	You told me to message you in here. Could you tell me how you do them?	0.420102656	0.725795748
6852189	"Not imageView1.image, imageView1. Did you connect in via an IBOutlet in Interface Builder or create it programmatically?"	0.471738826	0.749816562
398548	"Sorry, I will check into this next week. Have you preserved UTF-8 (see comments on top of the wikEd code)?"	0.346510155	0.68970506
6702	"Sounds similar to this problem: http://cooking.stackexchange.com/questions/6433/why-does-my-velveeta-queso-dip-get-clumpier-the-longer-it-stays-in-the-microwave

I guess Velvetta isn't designed to be microwaved?"	2.242101698	0.999319986
117065	@Butts Fredkin: I'm sure you can back this claim up with some facts.  Can you please provide specific quotes or a links that illustrate what you're talking about?	0.070959853	0.540372109
4378594	This is mighty ambitious. Can you turn this into a question?	-0.429891947	0.269564266
527197	"What a great Marine and patriot. Is he in the L""ist of historically famous Marines""?"	0.259532812	0.644592284
7476626	"That's a good idea, and then use default parameter window = NULL?  Are there other methods?"	1.090728828	0.940405186
2726	@Adam: Thanks! Any suggestions / comments for the site?	-0.792709751	0.128724222
3389098	"I think `chunklen` needs to also be able to decrease, or else your queue will have size proportional to its largest-ever size even if it is empty.  So how about `if (q->head->next == q->tail) chunklen/=2`?"	0.441154416	0.735724866
5322245	"@Kdoto- I think it is, since I think I came up with one possible implementation. :-)  Can you check and see if my logic is correct?"	0.92779379	0.907484007
1446027	"If you've got a NASM resource, it should be relatively straight forward to convert it to MASM.  Why not post a link to what you're looking at?"	0.031502036	0.517947505
619638	"Thank you for coming in, reading what is there, and saying what I mean in terms better than what I'm using.  What is the next step - doing an official call for opinions?"	0.418492055	0.725028584
12869	Could you please tell us what toppings are on them?	0.691592103	0.838420913
438024	"""If any database errors occur, they will be emailed to the address specified here."" Do u get any emails??"	-0.681415657	0.165164616
8543	"@Nate - Yeah, this is pretty close to that question. I'm not up on disc brakes; anyone know if these can be merged, or is there enough difference between the two models to maintain the two Q&A threads separately?"	-0.263443932	0.353328923
6124998	OnDrawItem sounds good. Why could you not get it to work?	-0.079249964	0.454930356
2946717	Try to serialize the FormData instance and compare the XML output with the XML you are trying to deserialize.  Are there any differences?	0.3180246	0.675201047
6257460	"`header(""Content-type: image/jpeg"");` does not set a header, instead it sends raw header to the browser. What do you want to achieve?"	-0.290876669	0.338874016
232110	Please answer Bishonen question to you. When were you invited to comment on UC related subjects?	-0.872369236	0.106337825
243701	"The question should not be ""are assertions good?"", but rather, ""when are assertions good?"""	-1.245320053	0.037617533
5135890	You seem to have an algorithm that works. What's the problem?	-0.663125793	0.171737219
2816757	"I suppose there could be several valid solutions? If that is the case, are you looking for some optimal solution in some sense?"	0.332843762	0.682781508
4798987	"@zr: **How is 0x5f7fffff ""even"" but 0x5f800000 is not?** What exactly do you mean by *nearest even*?"	-0.667937896	0.169991968
629119	"If you think that's appropriate, I have no objection. Perhaps hold off a couple more days to see if it persists?"	0.339399153	0.686110728
367936	integer or float? continuous numbers?	-0.345805277	0.310650428
6804874	@shane87: How did you generate the managed type of the `photo` variable you are calling through? What is the IDL of the COM method?	0.481460383	0.754210804
